,rmse_score,mae_score,add_age,add_temporal_information,bucketing_lower_bound,bucketing_technique,bucketing_upper_bound,encoding_technique,kmeans_n_clusters,knn_leaf_size,knn_n_neighbors,ml_algorithm,svr_c,svr_epsilon,temporal_split_sort_by,xgb_eta,xgb_max_depth
152,0.0713708693147929,4139.884789980355,True,True,19,Clustering,19,Aggregation,13.0,31.0,8.0,KNN,,,time:timestamp,,
153,0.54247374888896,11746.347783447747,False,False,11,SingleBucket,11,LastState,,40.0,6.0,KNN,,,time:timestamp,,
154,0.2271359869336261,5648.801626047837,True,True,12,PrefixLength,16,LastState,,28.0,11.0,KNN,,,time:timestamp,,
155,0.7794002253319117,5949.685865076226,False,False,12,Clustering,12,LastState,5.0,33.0,5.0,KNN,,,timesincecasestart,,
156,1.23816880898683,10451.71152418567,False,True,12,SingleBucket,12,Aggregation,,,,XGB,,,timesincecasestart,0.8,8.0
157,0.6032843752784971,6802.558281825861,True,True,15,PrefixLength,17,Aggregation,,,,XGB,,,timesincecasestart,0.4,10.0
158,1.521964968831122,7014.286334671272,True,True,11,Clustering,11,Aggregation,11.0,,,XGB,,,timesincecasestart,0.1,10.0
159,0.9020970070400536,8996.61429200282,True,True,13,SingleBucket,13,LastState,,,,XGB,,,time:timestamp,0.30000000000000004,8.0
160,2.3581503586522863,11471.877628602702,False,False,13,PrefixLength,17,LastState,,,,XGB,,,timesincecasestart,0.4,12.0
161,0.3897728683173225,8798.614910439977,True,False,12,Clustering,12,LastState,7.0,,,XGB,,,time:timestamp,0.5,11.0
162,0.0312837162291912,3035.7944839830398,False,True,7,SingleBucket,7,Aggregation,,,,SVR,0.5,0.4,time:timestamp,,
163,0.0954882370146963,3297.691729707416,False,True,8,PrefixLength,15,Aggregation,,,,SVR,1.4000000000000001,0.8,timesincecasestart,,
164,1.550174944447046,5063.077630960623,False,False,9,Clustering,9,Aggregation,12.0,,,SVR,1.5,0.7000000000000001,timesincecasestart,,
165,0.4350442834810415,6714.828214763616,True,False,18,SingleBucket,18,LastState,,,,SVR,1.2000000000000002,0.2,timesincecasestart,,
166,0.4809655415923873,9295.151134748165,True,True,9,PrefixLength,13,LastState,,,,SVR,1.2000000000000002,1.0,time:timestamp,,
167,1.6777035733177217,6578.576395978364,True,True,8,Clustering,8,LastState,12.0,,,SVR,0.9,0.8,timesincecasestart,,
168,0.0842153742854754,2987.0843610635293,True,False,8,SingleBucket,8,Aggregation,,35.0,7.0,KNN,,,timesincecasestart,,
169,0.0880758253697915,3170.5348946554427,False,False,17,PrefixLength,19,Aggregation,,31.0,8.0,KNN,,,timesincecasestart,,
170,1.4529023555114122,5535.204456264007,True,True,5,Clustering,5,Aggregation,12.0,40.0,11.0,KNN,,,timesincecasestart,,
171,0.3166691599171941,7102.068775158527,False,True,19,SingleBucket,19,LastState,,27.0,13.0,KNN,,,time:timestamp,,
172,0.4760403373014809,10495.721779374127,False,False,11,PrefixLength,19,LastState,,43.0,13.0,KNN,,,time:timestamp,,
173,1.5341148912770712,6587.401265559684,False,True,5,Clustering,5,LastState,7.0,33.0,9.0,KNN,,,timesincecasestart,,
174,0.5013149365097933,10401.992420435174,False,True,2,SingleBucket,2,Aggregation,,,,XGB,,,time:timestamp,0.6000000000000001,8.0
175,0.7100746103049773,6909.370197375083,False,False,16,PrefixLength,19,Aggregation,,,,XGB,,,timesincecasestart,0.9,6.0
176,0.7656045128054427,13435.148403096133,False,True,15,Clustering,15,Aggregation,6.0,,,XGB,,,time:timestamp,1.0,5.0
177,0.394158698601148,8956.684071605756,True,True,6,SingleBucket,6,LastState,,,,XGB,,,time:timestamp,0.9,5.0
178,1.9502351647485416,11242.17996568207,False,True,19,PrefixLength,19,LastState,,,,XGB,,,time:timestamp,0.1,9.0
179,0.7229286441152472,11807.939887121664,True,True,3,Clustering,3,LastState,9.0,,,XGB,,,time:timestamp,0.2,13.0
